"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2919","Login","chromium","Tue Sep 02 15:47:58 CLT 2025","passed","Tue Sep 02 15:48:01 CLT 2025","","testLogin.spec.ts","",""
